year,tonnes_collected,scope,source,classification
2021,2459,Household e-waste only (not commercial/industrial),"Malaysia Department of Environment (DOE) official collection figure, as cited in Monash Lens (2023) 'Understanding Malaysia's informal e-waste recycling sector'",ESTIMATED
